ablum,ablummid,end,id,name,singer,songmid,start,url
The Greatest Showman (Original Motion Picture Soundtrack),002SutdL4YQgJa,2018_6,205642007,Never Enough,Loren Allred,002nlCWv0f1206,2018_3,https://y.qq.com/n/yqq/song/002nlCWv0f1206.html
Harder Than Hard,003A4J1y07lVAJ,2018_6,203700808,My Dawg (Explicit),Lil Baby,003PmKuP3bszpU,2018_1,https://y.qq.com/n/yqq/song/003PmKuP3bszpU.html
I'll Name the Dogs,001ALu9d0F6vFU,2018_6,203750081,I'll Name the Dogs,Blake Shelton,002zdQ0j1xY98H,2017_40,https://y.qq.com/n/yqq/song/002zdQ0j1xY98H.html
Perfect Duet,002A4RD63FuEUc,2018_5,212034720,Perfect Duet,Ed Sheeran,001qI7yY0RJuUJ,2017_51,https://y.qq.com/n/yqq/song/001qI7yY0RJuUJ.html
Ctrl,00381JkH298hgW,2018_5,202619406,The Weekend (Explicit),SZA,001g6ADg0lGX6c,2017_33,https://y.qq.com/n/yqq/song/001g6ADg0lGX6c.html
The Champion,0003lric1v8CgW,2018_5,212811139,The Champion,Carrie Underwood,003A2UkC0eQCQQ,2018_5,https://y.qq.com/n/yqq/song/003A2UkC0eQCQQ.html
Silence,000H8C1m2ILbR2,2018_5,203609370,Silence,Marshmello,002o0nAE0zrmZ7,2017_35,https://y.qq.com/n/yqq/song/002o0nAE0zrmZ7.html
My My My!,000yRQfu1YoR0E,2018_5,212820441,My My My!,Troye Sivan,002ytiLe1e0Ezf,2018_5,https://y.qq.com/n/yqq/song/002ytiLe1e0Ezf.html
Tequila,003xskIy14SQuz,2018_5,212761948,Tequila,Dan   Shay,002DTChJ1NfNup,2018_5,https://y.qq.com/n/yqq/song/002DTChJ1NfNup.html
Krippy Kush (Travis Scott Remix),0005GIpk1kec3N,2018_5,212666674,Krippy Kush (Travis Scott Remix),Farruko,002unfBu0bp7rA,2018_2,https://y.qq.com/n/yqq/song/002unfBu0bp7rA.html
reputation,003OK4yP2MBOip,2018_5,203763117,...Ready For It?,Taylor Swift,001YYz8g4KuGZM,2017_38,https://y.qq.com/n/yqq/song/001YYz8g4KuGZM.html
EL BA?O,00338uTC12swMs,2018_5,212799499,EL BA?O,Enrique Iglesias,0035HM3j1fsYAo,2018_5,https://y.qq.com/n/yqq/song/0035HM3j1fsYAo.html
Despacito (Remix),001C57iZ2gVPmn,2018_4,201844529,Despacito (Remix),Luis Fonsi,002wJJpU0kLcQZ,2017_21,https://y.qq.com/n/yqq/song/002wJJpU0kLcQZ.html
24K Magic,001AtT5r1Epxvv,2018_4,108781347,That's What I Like,Bruno Mars,003a1tne1nSz1Y,2016_49,https://y.qq.com/n/yqq/song/003a1tne1nSz1Y.html
Hero,0017Ylex2DnmDH,2018_4,107151175,I Could Use a Love Song,Maren Morris,002InTGX0QwB3B,2017_35,https://y.qq.com/n/yqq/song/002InTGX0QwB3B.html
For You (Fifty Shades Freed),000sHfYf1Of47h,2018_4,212711588,For You (Fifty Shades Freed),Liam Payne,002B0TG44SrLlF,2018_4,https://y.qq.com/n/yqq/song/002B0TG44SrLlF.html
I Miss You (Yungen Remix),0031Gbti25kYzg,2018_4,212605360,I Miss You (Yungen Remix),Clean Bandit,003LCP7C2ZSKyx,2018_4,https://y.qq.com/n/yqq/song/003LCP7C2ZSKyx.html
Too Much To Ask,0022yf8q3Jl3fT,2018_4,203862089,Too Much To Ask,Niall Horan,003UIpyz1lkM5D,2017_40,https://y.qq.com/n/yqq/song/003UIpyz1lkM5D.html
Bright: The Album,003jHyur3RiYNI,2018_4,209354805,Home,Machine Gun Kelly,000Xnava17vVRL,2018_1,https://y.qq.com/n/yqq/song/000Xnava17vVRL.html
Juice,0024urur2nS6G1,2018_4,204348236,Juice (Explicit),Yo Gotti,001SeFuM30CPpM,2018_1,https://y.qq.com/n/yqq/song/001SeFuM30CPpM.html
What About Us,0027gmjH2nvNhJ,2018_3,203610861,What About Us,P!NK,0001vUMO1sTxep,2017_35,https://y.qq.com/n/yqq/song/0001vUMO1sTxep.html
reputation,003OK4yP2MBOip,2018_3,203691607,Look What You Made Me Do,Taylor Swift,003hvIkL1QiILk,2017_36,https://y.qq.com/n/yqq/song/003hvIkL1QiILk.html
Light It Up,003Y7rsC0kbw3X,2018_3,203663147,Light It Up,Luke Bryan,001eMnD21uudgp,2017_37,https://y.qq.com/n/yqq/song/001eMnD21uudgp.html
Dusk Till Dawn,004HGtGd3grReS,2018_3,203787489,Dusk Till Dawn,ZAYN,002Jj3at1u52e0,2017_39,https://y.qq.com/n/yqq/song/002Jj3at1u52e0.html
When We,004Tfn393XolEn,2018_3,202859421,When We,Tank,002ymVni4eKA4f,2018_3,https://y.qq.com/n/yqq/song/002ymVni4eKA4f.html
Wanted You,00443p0Z0EyJZH,2018_3,208911772,Wanted You (Clean),Nav,003Kv9Ee3R1wKd,2017_48,https://y.qq.com/n/yqq/song/003Kv9Ee3R1wKd.html
17,002BnqtC0xsWql,2018_3,203700105,F**k Love,XXXTENTACION,0049XMWC11CGHZ,2017_37,https://y.qq.com/n/yqq/song/0049XMWC11CGHZ.html
Merry Christmas,003dTCt83IFvnA,2018_2,1630706,All I Want For Christmas Is You (Original Version),Mariah Carey,001fIceX25X34N,2015_50,https://y.qq.com/n/yqq/song/001fIceX25X34N.html
The Best Christmas Album 2017,001xGXQO46H2bT,2018_2,212085281,Rockin' Around The Christmas Tree,Brenda Lee,003fIfCI1AghwD,2018_1,https://y.qq.com/n/yqq/song/003fIfCI1AghwD.html
Glittering Star Of Christmas,003rvSxy3omFjW,2018_2,212565448,It's The Most Wonderful Time Of The Year,Andy Williams,001t9u9I1tgXBV,2018_1,https://y.qq.com/n/yqq/song/001t9u9I1tgXBV.html
The Classic Years of Nat King Cole,002TWpdS3GHi1O,2018_2,203656026,The Christmas Song (Merry Christmas To You),Nat King Cole,001UK8W50OuD7t,2018_1,https://y.qq.com/n/yqq/song/001UK8W50OuD7t.html
Colorful Fruit,000YSDQ61ghwKn,2018_2,105722364,A Holly Jolly Christmas,Burl Ives,0034Se0V2mgsAI,2017_1,https://y.qq.com/n/yqq/song/0034Se0V2mgsAI.html
#SantanaWorld,003asBZt34ooey,2018_2,203630317,The Race (Explicit),Tay-K,004P3Ruy1cnQw9,2017_35,https://y.qq.com/n/yqq/song/004P3Ruy1cnQw9.html
"Huncho Jack, Jack Huncho",004cOAUk42gOna,2018_2,212624940,Eye 2 Eye (Explicit),Huncho Jack,001wXcZw2Hs0gJ,2018_2,https://y.qq.com/n/yqq/song/001wXcZw2Hs0gJ.html
"Huncho Jack, Jack Huncho",004cOAUk42gOna,2018_2,212624938,Modern Slavery (Explicit),Huncho Jack,003wB1Qq1j2LDg,2018_2,https://y.qq.com/n/yqq/song/003wB1Qq1j2LDg.html
Thunder / Young Dumb & Broke (Medley),001cIXmF2JVjaO,2018_2,212582070,Thunder / Young Dumb & Broke (Medley),Imagine Dragons,001R8qky1BRw8e,2018_2,https://y.qq.com/n/yqq/song/001R8qky1BRw8e.html
"Huncho Jack, Jack Huncho",004cOAUk42gOna,2018_2,212624939,Black & Chinese (Explicit),Huncho Jack,004BxHRr1Yb3ue,2018_2,https://y.qq.com/n/yqq/song/004BxHRr1Yb3ue.html
"Huncho Jack, Jack Huncho",004cOAUk42gOna,2018_2,212624945,Dubai S**t (Explicit),Huncho Jack,003kPD0I3zYwBa,2018_2,https://y.qq.com/n/yqq/song/003kPD0I3zYwBa.html
"Huncho Jack, Jack Huncho",004cOAUk42gOna,2018_2,212624942,Huncho Jack (Explicit),Huncho Jack,0022ZNnR0b4q0h,2018_2,https://y.qq.com/n/yqq/song/0022ZNnR0b4q0h.html
"Huncho Jack, Jack Huncho",004cOAUk42gOna,2018_2,212624941,Motorcycle Patches (Explicit),Huncho Jack,0035UJaq2d01QW,2018_2,https://y.qq.com/n/yqq/song/0035UJaq2d01QW.html
"Huncho Jack, Jack Huncho",004cOAUk42gOna,2018_2,212624943,Saint (Explicit),Huncho Jack,004IWQa52fXQzx,2018_2,https://y.qq.com/n/yqq/song/004IWQa52fXQzx.html
Revival (Deluxe),00030Pth3K2EAg,2018_2,209484254,Walk On Water (Explicit),Eminem,002G7W6i2Bmser,2017_48,https://y.qq.com/n/yqq/song/002G7W6i2Bmser.html
Last Christmas - Single,000LCdyw0XFACs,2018_1,5074702,Last Christmas,Ariana Grande,001K45fn2LmyfW,2018_1,https://y.qq.com/n/yqq/song/001K45fn2LmyfW.html
The Christmas Album 2017,002HnlNk06qg2j,2018_1,210052254,Feliz Navidad,Jose Feliciano,002bd8q23SvY0w,2018_1,https://y.qq.com/n/yqq/song/002bd8q23SvY0w.html
?? ?? ????? (Happy Ero Christmas),0029syIv0fDvLT,2018_1,108998482,Jingle Bell Rock,Bobby Helms,0044T9ip1E7Bgm,2016_51,https://y.qq.com/n/yqq/song/0044T9ip1E7Bgm.html
Tennessee Rain (The Voice Performance),003HiTNO34B3fJ,2018_1,212656901,Tennessee Rain,Addison Agen,0020WwPh2nnmnX,2018_1,https://y.qq.com/n/yqq/song/0020WwPh2nnmnX.html
Wish I Didn't Love You (The Voice Performance),002L4cUk1icAYp,2018_1,212622870,Wish I Didn't Love You,Chloe Kohanski,0018J96q3XEWPo,2018_1,https://y.qq.com/n/yqq/song/0018J96q3XEWPo.html
I Pray (The Voice Performance),003BdEDn4fo2rR,2018_1,212656911,I Pray,Red Marlow,001IBXol0upxIi,2018_1,https://y.qq.com/n/yqq/song/001IBXol0upxIi.html
Revival (Deluxe),00030Pth3K2EAg,2018_1,212434194,Believe (Explicit),Eminem,0024yQst1Txvm2,2018_1,https://y.qq.com/n/yqq/song/0024yQst1Txvm2.html
SAVAGE,000J9dZ93t4SFb,2018_1,204250768,When We (Explicit),Tank,003uwlyn0hTTzX,2017_49,https://y.qq.com/n/yqq/song/003uwlyn0hTTzX.html
Merry Christmas II You,000svK9c1UkFgR,2017_52,737736,All I Want For Christmas Is You - Extra Festive,Mariah Carey,002xIvjB2GtRHq,2013_50,https://y.qq.com/n/yqq/song/002xIvjB2GtRHq.html
Mi Gente,0033h3220Wso0V,2017_52,204258803,Mi Gente,J Balvin,004blr1Q4Ci30S,2017_42,https://y.qq.com/n/yqq/song/004blr1Q4Ci30S.html
Christmas Hits,003uSplZ0kMh5e,2017_52,414262,Rockin' Around The Christmas Tree,Brenda Lee,0036EehG0jEtM7,2017_51,https://y.qq.com/n/yqq/song/0036EehG0jEtM7.html
The Real Christmas,000GG8UM2DNOR9,2017_52,5135219,It's the Most Wonderful Time of the Year (Album Version),Andy Williams,000GH4oZ4J7G7B,2017_51,https://y.qq.com/n/yqq/song/000GH4oZ4J7G7B.html
Nat King Cole - The Ultimate Collection,001pLalz02ycyE,2017_52,2520637,The Christmas Song (Merry Christmas To You),Nat King Cole,003KqgPS2RijCU,2017_51,https://y.qq.com/n/yqq/song/003KqgPS2RijCU.html
Christmas Cookies,002oKqsm0zUnqf,2017_52,2817028,A Holly Jolly Christmas,Burl Ives,002S2dQM4ANrKm,2017_51,https://y.qq.com/n/yqq/song/002S2dQM4ANrKm.html
Last Christmas,00327HRD117quc,2017_52,765673,Last Christmas,Wham!,000AWBhM0C5q2T,2017_52,https://y.qq.com/n/yqq/song/000AWBhM0C5q2T.html
HUMBLE.,001EFfyc2JC7Zd,2017_52,201604406,HUMBLE. (Explicit),Kendrick Lamar,001OdUdg1RwAgT,2017_16,https://y.qq.com/n/yqq/song/001OdUdg1RwAgT.html
Illuminate (Deluxe),002omcya2uFH4M,2017_52,201972601,There's Nothing Holdin' Me Back,Shawn Mendes,003C9Bqc0gbPke,2017_19,https://y.qq.com/n/yqq/song/003C9Bqc0gbPke.html
Yours,003tyVn13qThI1,2017_52,203839614,Yours,Russell Dickerson,0014Pixi3aAPfO,2017_44,https://y.qq.com/n/yqq/song/0014Pixi3aAPfO.html
Double Or Nothing,000bZ2zY4f4U9Y,2017_52,212085766,Go Legend (Clean),Big Sean,003U1EZn4EbKcs,2017_52,https://y.qq.com/n/yqq/song/003U1EZn4EbKcs.html
This One's for You,003VB4Vv2mvHdX,2017_52,202480436,When It Rains It Pours,Luke Combs,003AUQMo3R8ssF,2017_33,https://y.qq.com/n/yqq/song/003AUQMo3R8ssF.html
Life Changes,002Qun3W1H8866,2017_52,203447597,Unforgettable,Thomas Rhett,003kdH5V3YMHQA,2017_33,https://y.qq.com/n/yqq/song/003kdH5V3YMHQA.html
   ,001ZaCQY2OxVMg,2017_52,204230497,Betrayed,Lil Xan,002XIUbr0vXGSb,2017_48,https://y.qq.com/n/yqq/song/002XIUbr0vXGSb.html
My Dawg,000IyxcX0n0p8E,2017_52,212084796,My Dawg,Quality Control,000l715G3E6jdD,2017_52,https://y.qq.com/n/yqq/song/000l715G3E6jdD.html
Pull Up N Wreck,000jxfBC1j9gyK,2017_52,207612273,Pull Up N Wreck (Clean),Big Sean,0026iqWB47zsxS,2017_47,https://y.qq.com/n/yqq/song/0026iqWB47zsxS.html
Danger,003jHr2909aFWz,2017_52,212039306,Danger,Migos,00492ZET0vefYP,2017_52,https://y.qq.com/n/yqq/song/00492ZET0vefYP.html
Revival (Deluxe),00030Pth3K2EAg,2017_52,212103681,Untouchable (Explicit),Eminem,001TSx1V4CTzRP,2017_52,https://y.qq.com/n/yqq/song/001TSx1V4CTzRP.html
Without Warning,001DY1oR3XWWy7,2017_52,206622085,Ghostface Killers (Explicit),21 Savage,000NP9mS4Vse19,2017_46,https://y.qq.com/n/yqq/song/000NP9mS4Vse19.html
I Still Am,001JPHD43JpiGA,2017_52,205586529,Juice (Explicit),Yo Gotti,000yDdcm0cDtkn,2017_51,https://y.qq.com/n/yqq/song/000yDdcm0cDtkn.html
17,002BnqtC0xsWql,2017_52,203700099,Jocelyn Flores,XXXTENTACION,001IRMFn2nnRGp,2017_37,https://y.qq.com/n/yqq/song/001IRMFn2nnRGp.html
Funk Wav Bounces Vol.1,000eWSFn19BJEq,2017_52,202978707,Faking It,Calvin Harris,00126XkU0rX82S,2017_49,https://y.qq.com/n/yqq/song/00126XkU0rX82S.html
Stoney (Deluxe),001tctIT1yaNXd,2017_51,109108234,Congratulations,Post Malone,000XiTdm2kCwS4,2016_52,https://y.qq.com/n/yqq/song/000XiTdm2kCwS4.html
America Most Wanted,002WRPc32fcRMr,2017_51,203656852,The Race 2 (Explicit),Tay-K,003AQiSm0dGqA6,2017_49,https://y.qq.com/n/yqq/song/003AQiSm0dGqA6.html
Meaning of Life,0036Rr6b3vhkgR,2017_51,203779717,Love So Soft,Kelly Clarkson,0027Rlak3mqmra,2017_39,https://y.qq.com/n/yqq/song/0027Rlak3mqmra.html
Krippy Kush,002cMwuP4eihYn,2017_51,203533597,Krippy Kush,Farruko,0023Eriy36mpCD,2017_50,https://y.qq.com/n/yqq/song/0023Eriy36mpCD.html
Project Baby 2,003M93yp1ilaqC,2017_51,203648258,Transportin' (Clean),Kodak Black,0009RcM44NUxlE,2017_36,https://y.qq.com/n/yqq/song/0009RcM44NUxlE.html
Gunslinger,0033YRWc17RMKj,2017_51,109473063,Ask Me How I Know,Garth Brooks,000o2sib21gTFR,2017_44,https://y.qq.com/n/yqq/song/000o2sib21gTFR.html
Golden,003dVQVD0JhPjo,2017_51,203330726,Bella y Sensual,Romeo Santos,0011xk8V1DLZjm,2017_51,https://y.qq.com/n/yqq/song/0011xk8V1DLZjm.html
Luv Is Rage 2,003U4EPx2eE188,2017_51,203683688,Sauce It Up (Clean),Lil Uzi Vert,000WkezD1Ewuco,2017_37,https://y.qq.com/n/yqq/song/000WkezD1Ewuco.html
Rake It Up,002jKkHK4XjZBT,2017_50,202877666,Rake It Up,Yo Gotti,002ZGQEo2V5LFO,2017_41,https://y.qq.com/n/yqq/song/002ZGQEo2V5LFO.html
Praying,0027eQlc1GtZoK,2017_50,203095787,Praying,Kesha,003xdjUR2eXlex,2017_30,https://y.qq.com/n/yqq/song/003xdjUR2eXlex.html
Strip That Down,002moJ5V1YAkpR,2017_50,202416912,Strip That Down,Liam Payne,002hN93Y3N8ab9,2017_23,https://y.qq.com/n/yqq/song/002hN93Y3N8ab9.html
Digital Druglord,0001tKI21leIPQ,2017_50,201237255,Do Re mi (Explicit),Blackbear,002Xxwn34N2ZeX,2017_19,https://y.qq.com/n/yqq/song/002Xxwn34N2ZeX.html
Slow Hands,002BjHhm3rao2c,2017_50,202157044,Slow Hands,Niall Horan,0039r8sD4CjFCk,2017_20,https://y.qq.com/n/yqq/song/0039r8sD4CjFCk.html
Fix a Drink,000yNJPb27ew5b,2017_50,202190029,Fix a Drink,Chris Janson,003knj7f0mHvu4,2017_35,https://y.qq.com/n/yqq/song/003knj7f0mHvu4.html
It's Everyday Bro,002gpLuO23ERvS,2017_50,202607823,It's Everyday Bro,Jake Paul,000UUyoh4Y5jXv,2017_25,https://y.qq.com/n/yqq/song/000UUyoh4Y5jXv.html
Stoney (Deluxe),001tctIT1yaNXd,2017_50,109131150,Go Flex,Post Malone,002gdMGl1cl5Ah,2017_41,https://y.qq.com/n/yqq/song/002gdMGl1cl5Ah.html
Beautiful Trauma,000bNJX12W7Euj,2017_50,204210401,Beautiful Trauma (Explicit),P!NK,002UIuxA0fc4RA,2017_49,https://y.qq.com/n/yqq/song/002UIuxA0fc4RA.html
Unapologetically,002S2WdE20G9bY,2017_50,204174218,Legends,Kelsea Ballerini,001gdS4o0JT2gf,2017_50,https://y.qq.com/n/yqq/song/001gdS4o0JT2gf.html
Total Eclipse of the Heart (The Voice Performance),002mJvAH08VCk5,2017_50,212049505,Total Eclipse of the Heart (Live),Chloe Kohanski,0026LBUF4VVLea,2017_50,https://y.qq.com/n/yqq/song/0026LBUF4VVLea.html
El Dorado,004VPyic0lvtA4,2017_50,202416046,Perro Fiel,Shakira,001zCal93jagh4,2017_50,https://y.qq.com/n/yqq/song/001zCal93jagh4.html
"Come Over When You're Sober, Pt. 1",002jI4hQ2h2kg3,2017_49,203630442,Awful Things,Lil Peep,000WZDOT1Z07X1,2017_49,https://y.qq.com/n/yqq/song/000WZDOT1Z07X1.html
Beautiful Thugger Girls,002IPdJp4KgJBn,2017_49,202747753,Relationship (Explicit),Young Thug,002wqiZV2D2WB2,2017_27,https://y.qq.com/n/yqq/song/002wqiZV2D2WB2.html
Every Little Thing,004gWRYo3Om3vc,2017_49,200545890,Every Little Thing,Carly Pearce,000wxvZI2b7m7l,2017_33,https://y.qq.com/n/yqq/song/000wxvZI2b7m7l.html
Home,002uKSQF1Lisjz,2017_49,210006331,Home,Machine Gun Kelly,003TOTfD0tRHXZ,2017_49,https://y.qq.com/n/yqq/song/003TOTfD0tRHXZ.html
Glorious,003LwtTt3K2jaf,2017_49,202808262,Glorious,Macklemore,0024bJRG3kO5Qi,2017_30,https://y.qq.com/n/yqq/song/0024bJRG3kO5Qi.html
Questions,003lXXFC4MUCaZ,2017_49,203611040,Questions,Chris Brown,003u4xiP1NoPoN,2017_36,https://y.qq.com/n/yqq/song/003u4xiP1NoPoN.html
The Rest of Our Life,002AjPLz19ABod,2017_49,204283403,The Rest of Our Life,Tim Mcgraw,002JCx9O3Ks4US,2017_49,https://y.qq.com/n/yqq/song/002JCx9O3Ks4US.html
Kane Brown,003UXLCq4fk65a,2017_48,108962390,What Ifs,Kane Brown,002daOny46mSwY,2017_26,https://y.qq.com/n/yqq/song/002daOny46mSwY.html
DAMN.,000gHBp24WRz0d,2017_48,201816911,HUMBLE. (Explicit),Kendrick Lamar,003kUd9E2WjH3C,2017_18,https://y.qq.com/n/yqq/song/003kUd9E2WjH3C.html
XO TOUR Llif3,004CsIj40X7sX7,2017_48,201377570,XO TOUR Llif3,Lil Uzi Vert,000Tgi712C70q5,2017_15,https://y.qq.com/n/yqq/song/000Tgi712C70q5.html
Something Just Like This,001fyOld32C1nv,2017_48,200812326,Something Just Like This,The Chainsmokers,004JaCzc1KhTrU,2017_10,https://y.qq.com/n/yqq/song/004JaCzc1KhTrU.html
Crew,002B8CPm3OFH38,2017_48,109982747,Crew (Explicit),GoldLink,001zV7UA2iiUA5,2017_28,https://y.qq.com/n/yqq/song/001zV7UA2iiUA5.html
reputation,003OK4yP2MBOip,2017_48,207582661,Call It What You Want,Taylor Swift,000U1EwN03toD4,2017_47,https://y.qq.com/n/yqq/song/000U1EwN03toD4.html
Without Warning,001DY1oR3XWWy7,2017_48,206622087,Rap Saved Me (Explicit),21 Savage,001y1plE3DylGn,2017_46,https://y.qq.com/n/yqq/song/001y1plE3DylGn.html
reputation,003OK4yP2MBOip,2017_48,204679891,Gorgeous,Taylor Swift,001RRekx2r0K9V,2017_45,https://y.qq.com/n/yqq/song/001RRekx2r0K9V.html
Dig Your Roots,003iUvBl24iqkC,2017_48,107601447,Smooth,Florida Georgia Line,001teOcQ4ayIJL,2017_42,https://y.qq.com/n/yqq/song/001teOcQ4ayIJL.html
The Beautiful & Damned,001bF3GP15xbUz,2017_48,208365951,The Plan (Explicit),G-Eazy,0010obbO1EUnGx,2017_48,https://y.qq.com/n/yqq/song/0010obbO1EUnGx.html
SUPER SLIMEY,001JfYdX1VB06r,2017_48,204678914,Patek Water (Clean),Future,0038m1H13Fewka,2017_45,https://y.qq.com/n/yqq/song/0038m1H13Fewka.html
Grateful,004gR9yx2Ev1Ne,2017_47,202877988,Wild Thoughts,DJ Khaled,003n9XvM2neYC6,2017_27,https://y.qq.com/n/yqq/song/003n9XvM2neYC6.html
Body Like A Back Road,003vUjv103Y13F,2017_47,200561455,Body Like A Back Road,Sam Hunt,000t3PgJ3snyzO,2017_7,https://y.qq.com/n/yqq/song/000t3PgJ3snyzO.html
Without Warning,001DY1oR3XWWy7,2017_47,206622097,My Choppa Hate Niggas (Explicit),21 Savage,004R7C3E2ery1Y,2017_46,https://y.qq.com/n/yqq/song/004R7C3E2ery1Y.html
THE THRILL OF IT ALL (Special Edition),002fHR470nr9ac,2017_47,204768518,Pray,Sam Smith,001GWDPG3JyM3a,2017_43,https://y.qq.com/n/yqq/song/001GWDPG3JyM3a.html
Red Pill Blues (Deluxe),002uS1Hd180SQ3,2017_47,206291188,Wait,Maroon 5,000IAEln10GWew,2017_47,https://y.qq.com/n/yqq/song/000IAEln10GWew.html
Without Warning,001DY1oR3XWWy7,2017_47,206622140,Mad Stalkers (Explicit),21 Savage,004ANwQf2og9oK,2017_47,https://y.qq.com/n/yqq/song/004ANwQf2og9oK.html
Without Warning,001DY1oR3XWWy7,2017_47,206622103,Nightmare (Explicit),Offset,000kmGjY3WOGC7,2017_47,https://y.qq.com/n/yqq/song/000kmGjY3WOGC7.html
Unforgettable,0011M8TR3L2AFV,2017_46,201700890,Unforgettable,French Montana,000yVOUY2R9hCj,2017_17,https://y.qq.com/n/yqq/song/000yVOUY2R9hCj.html
Location,002yw6v43Dudkq,2017_46,108401232,Location,Khalid,0031N0bR1ARCky,2017_4,https://y.qq.com/n/yqq/song/0031N0bR1ARCky.html
California Sunrise,002nL7uA0xBF8o,2017_46,107371282,Heartache On The Dance Floor,Jon Pardi,002rVpnT4boElX,2017_29,https://y.qq.com/n/yqq/song/002rVpnT4boElX.html
B.E.D.,0036P7Zm3vjfk5,2017_46,107664614,B.E.D.,Jacquees,004dJi7L29avDN,2017_35,https://y.qq.com/n/yqq/song/004dJi7L29avDN.html
Unforgettable Hip Hop,002oY3zW0LA7eI,2017_46,203812273,Too Hotty (Explicit),Quality Control,000UiYxe1vBNK0,2017_43,https://y.qq.com/n/yqq/song/000UiYxe1vBNK0.html
Cosmic Hallelujah,000sfSSZ2QqakV,2017_46,109003286,All the Pretty Girls,Kenny Chesney,001RAyDy3NBarB,2017_33,https://y.qq.com/n/yqq/song/001RAyDy3NBarB.html
More Girls Like You,002mTttq2XaJsu,2017_46,200673444,More Girls Like You,Kip Moore,004QezpB1J8DkA,2017_35,https://y.qq.com/n/yqq/song/004QezpB1J8DkA.html
High End,0024LseP0cXN1q,2017_46,204317364,High End (Clean),Chris Brown,001pX7qA3iwSoV,2017_44,https://y.qq.com/n/yqq/song/001pX7qA3iwSoV.html
Despacito,0010tMFm16CEWp,2017_45,200468868,Despacito,Luis Fonsi,004Sk8iW0q9Zkx,2017_5,https://y.qq.com/n/yqq/song/004Sk8iW0q9Zkx.html
Gotti Made-It,001o2zyO1yO3EO,2017_45,202615173,Rake It Up (Explicit),Yo Gotti,0049lD8J1VBw6C,2017_29,https://y.qq.com/n/yqq/song/0049lD8J1VBw6C.html
Love Galore,0006gW6n3XSjJP,2017_45,202048024,Love Galore (Explicit),SZA,004GkG0k0WsZMb,2017_27,https://y.qq.com/n/yqq/song/004GkG0k0WsZMb.html
Butterfly Effect,0015I4Lx0Vmaup,2017_45,202441220,Butterfly Effect,Travis Scott,000N8eMn1zLQmB,2017_24,https://y.qq.com/n/yqq/song/000N8eMn1zLQmB.html
SUPER SLIMEY,001JfYdX1VB06r,2017_45,204678904,No Cap (Clean),Future,004AieSY2IDQTJ,2017_45,https://y.qq.com/n/yqq/song/004AieSY2IDQTJ.html
SUPER SLIMEY,001JfYdX1VB06r,2017_45,204678919,Feed Me D**e (Clean),Future,002YpamG2ysTXc,2017_45,https://y.qq.com/n/yqq/song/002YpamG2ysTXc.html
Let You Down,000NR6xs0Cq6Bl,2017_45,203852632,Let You Down,NF,001i8Xwi0jrpWu,2017_45,https://y.qq.com/n/yqq/song/001i8Xwi0jrpWu.html
Escápate Conmigo,001RMPyB1RknnH,2017_45,201427831,Escápate Conmigo,Wisin,002Qm0wG0DFhKi,2017_27,https://y.qq.com/n/yqq/song/002Qm0wG0DFhKi.html
SUPER SLIMEY,001JfYdX1VB06r,2017_45,204678908,All da Smoke (Clean),Future,003gsfkn4Chj1b,2017_45,https://y.qq.com/n/yqq/song/003gsfkn4Chj1b.html
It's A Vibe,000PVLnY3SCxPT,2017_45,201032868,It's A Vibe,2 Chainz,002qUpgX41Vj95,2017_27,https://y.qq.com/n/yqq/song/002qUpgX41Vj95.html
Hell's Kitchen Angel,001xqI351gukk5,2017_45,105872008,Lights Down Low,MAX,002wqJv112RbFV,2017_45,https://y.qq.com/n/yqq/song/002wqJv112RbFV.html
SUPER SLIMEY,001JfYdX1VB06r,2017_45,204678925,4 da Gang (Clean),Future,002mMRbx29TvmJ,2017_45,https://y.qq.com/n/yqq/song/002mMRbx29TvmJ.html
Friends,001AjP2G0QJSJP,2017_45,203647055,Friends,Justin Bieber,000yTP5F036ZJt,2017_36,https://y.qq.com/n/yqq/song/000yTP5F036ZJt.html
Bedroom Floor,000RamS13RSgt7,2017_45,204690148,Bedroom Floor,Liam Payne,0046a6vc2oxqpf,2017_45,https://y.qq.com/n/yqq/song/0046a6vc2oxqpf.html
SUPER SLIMEY,001JfYdX1VB06r,2017_45,204678906,Three (Clean),Future,004K51ce0yPRoJ,2017_45,https://y.qq.com/n/yqq/song/004K51ce0yPRoJ.html
Say You Won't Let Go,003lvje14YXghk,2017_44,108489685,Say You Won't Let Go,James Arthur,004gSt4E2ZJj6C,2016_45,https://y.qq.com/n/yqq/song/004gSt4E2ZJj6C.html
No Promises,0001aG0o3fpO6I,2017_44,201531156,No Promises,Cheat Codes,003nm8132xX3K2,2017_22,https://y.qq.com/n/yqq/song/003nm8132xX3K2.html
Small Town Boy,001MQZxD0AYF4s,2017_44,200768424,Small Town Boy,Dustin Lynch,001ZqeLb4deugl,2017_25,https://y.qq.com/n/yqq/song/001ZqeLb4deugl.html
Mr. Davis,000hydUU0ISk0Q,2017_44,203849213,Curve (Clean),Gucci Mane,0015qpHs04yEFj,2017_40,https://y.qq.com/n/yqq/song/0015qpHs04yEFj.html
Feels,000Od1qF3fpdyg,2017_44,202809549,Feels,Calvin Harris,001A7GKx1xNXCs,2017_27,https://y.qq.com/n/yqq/song/001A7GKx1xNXCs.html
